id,time,age,gender,nation,who,education,region,not_kz,played_vg,skills,skills_desc,culture_together,gaming_event,clubs,sleeping_trouble,sick,nation_important,play_only_nation,language_vg,language_communicate,barrier,barrier_desc,barrier_games,prefer_with,prefer_who,type_communication,platform,type_vg,discover_vg,factor_to_play,affect_relationship,affect_wellbeing,closer_teammates,discuss_vg,game_community,game_comunity_name,game_comunity_game,why_games,motivation_continue,for_competition,feel_while_playing,emotions_affect_while_playing,consequences,consequences_p_n,consequences_desc,mental_affect_vg,mental_desc,drained_after,freq_per_week,when_play,time_play,genre_vg,char,char_desc
148,18042023 18:03:38,20-25,Female ,Kazakh,Student,Incomplete higher professional education,Akmol region,,No,Unsure,,Yes,No,"No, but before yes","No, I have no trouble","Rarely, once or twice a year",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,18042023 18:38:27,16-19,Female ,Kazakh,Student,Higher professional education,East-Kazakhstan region,,Yes,Unsure,,Yes,No,No,Sometimes there are small problems,"Sometimes, but not often, once every few months",No,No,English,I don't communicate with teammates,"No, I can safely play",,,Both,Alone,Chat,Mobile,Both,gaming websites,personal interest,"No, games don't affect our relationship",Unsure,Yes,"No, I don't discuss games with my closers",No,,,relaxation,gameplay,"No, I play for other purposes",satisfaction,Make the game more interesting,No,Positive,,Well,Хорошо,6,Less than 1 hour per week,I only play games on certain days,In the afternoon,Puzzle,Neutral characters,interesting
150,18042023 19:48:26,36-44,Female ,Kyrgyz,Employed,Higher professional education,Kyrgystan,Kyrgystan,No,Yes,"Письма, логики",Yes,No,No,Sometimes there are small problems,"Sometimes, but not often, once every few months",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,18042023 23:29:20,16-19,Female ,Kazakh,Student,Incomplete higher professional education,Abai region,,No,No,,Yes,No,No,Sometimes there are small problems,"Rarely, once or twice a year",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,19042023 16:46:22,20-25,Male ,Kazakh,Student,Average (full) general,Aktobe region,,Yes,Yes,Problem solving,Yes,Yes,Yes,I often have trouble sleeping,"Sometimes, but not often, once every few months",No,No,Russian,Russian,"No, I can safely play",,,Both,"Alone, friends, community",Chat,"PC, Mobile",Multiplayer,Ads,personal interest,"Yes, games worsen our relationship",Negatively,No,"No, I don't discuss games with my closers",Yes,,,"fun, relaxation",gameplay,"No, I play for other purposes","satisfaction, joy","Can affect my game, lead to mistakes",No,,,Badly,sometimes I miss my deadlines,4,More than 20 hours per week,I only play games on certain days,In the evening,Strategy,Neutral characters,"abilities, biography"
153,21042023 18:09:18,36-44,Female ,Kazakh,Unemployed,"Second (third, etc) higher",Karaganda region,,Yes,Unsure,Внимательность ,Yes,No,No,Sometimes there are small problems,"Sometimes, but not often, once every few months",No,No,,I don't communicate with teammates,Yes,Не играю,Не играю,Alone,friends,Voice,Mobile,Both,,,"No, games don't affect our relationship",Negatively,Yes,"Yes, I discuss games with my closers",No,,Не играю,,,"No, I play for other purposes",,Can affect my mood in real life,No,Negative,Не играю ,Badly,Не играю ,10,Less than 1 hour per week,I only play games on certain days,In the evening,,Kind characters,
154,24042023 1:30:45,20-25,Female ,Kazakh,Student,Incomplete higher professional education,Karaganda region,,Yes,Unsure,,Yes,No,No,I often have trouble sleeping,"Quite often, every month or more often",No,No,Russian,English,"No, I can safely play",,,Both,Alone,Chat,Mobile,Both,Social media,personal interest,"No, games don't affect our relationship",No effect,No,"No, I don't discuss games with my closers",No,,,fun,gameplay,"No, I play for other purposes",excitement,Make the game more interesting,No,,,Well,it makes me happy ,7,Less than 1 hour per week,I only play games on certain days,In the evening,Adventure,Kind characters,"interesting, biography"
155,25042023 20:15:19,20-25,Male ,Kazakh,Employed,Higher professional education,Karaganda region,,No,Unsure,,No,No,No,"No, I have no trouble","Rarely, once or twice a year",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,25042023 20:19:16,16-19,Male ,Russian,Schoolkid,Basic General (incomplete secondary),Zhetysu region,,Yes,Yes,,Yes,No,No,Sometimes there are small problems,"Sometimes, but not often, once every few months",No,No,English,Russian,Yes,,,With someone,"Alone, friends",Chat,"PC, Mobile",Both,"recommendations, Social media, Ads","Graphics, game publisher","No, games don't affect our relationship",No effect,Yes,"Yes, I discuss games with my closers",No,,,"relaxation, achieve","improve skills, competition","Yes, I play for the competition","excitement, disappointment","Can affect my game, lead to mistakes",No,,,Well,хорошо,1,11-20 hours per week,I only play games on certain days,At night,"Puzzle, Role-playing, Simulation",Kind characters,"biography, style"
157,25042023 20:20:43,12-15,Female ,Kazakh,Schoolkid,Initial general,West-Kazakhstan region,,No,Unsure,,Unsure,No,Yes,"No, I have no trouble","Rarely, once or twice a year",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,03052023 21:44:38,36-44,Male ,Russian,Schoolkid,Incomplete higher professional education,Atyrau region,,Yes,Yes,,No,Yes,No,I have serious problems sleeping,Never,No,No,Kazakh,Russian,Yes,,,Both,"friends, family",Chat,"PC, Console",Both,"Social media, Ads","Storyline, reviews","Yes, games worsen our relationship",Positively,No,"Yes, I discuss games with my closers",Yes,,,"fun, relaxation","gameplay, better than others","Yes, I play for the competition","excitement, disappointment",Can affect my mood in real life,No,Positive,,Well,,8,1-5 hours per week,I only play games on certain days,In the evening,Puzzle,,"interesting, archetype"
159,03052023 21:58:57,16-19,Female ,Kazakh,Schoolkid,Basic General (incomplete secondary),Almaty region,,Yes,Yes,"Языковые, например( с помощью онлайн игр, можно с лёгкостью прокачивать свой разговорный скилл)",Yes,Yes,"No, but before yes",Sometimes there are small problems,"Sometimes, but not often, once every few months",No,No,Russian,English,"No, I can safely play",Его нет ,Нет барьера ,With someone,friends,Chat,"PC, Mobile",Both,recommendations,"Graphics, Storyline, personal interest","No, games don't affect our relationship",No effect,Yes,"No, I don't discuss games with my closers",No,,Его нет,"fun, relaxation","gameplay, new goals","No, I play for other purposes","excitement, joy",Make the game more interesting,No,Positive,Их особо не было ,Badly,Люди становятся более злыми ,2,Less than 1 hour per week,I play games whenever I want,In the evening,"Puzzle, Strategy, Adventure, Simulation",Kind characters,"interesting, abilities"
160,03052023 22:30:47,16-19,Male ,Kazakh,Student,Initial professional,Turkestan region,,Yes,Yes,Критическое мышление,Yes,No,Yes,"No, I have no trouble","Rarely, once or twice a year",No,No,English,Kazakh,"No, I can safely play",,,Both,"Alone, friends",Voice,"PC, Console, Mobile",Both,"recommendations, Social media, reviews, gaming websites","Graphics, Storyline, Price","No, games don't affect our relationship",Unsure,Yes,"Yes, I discuss games with my closers",No,,,"fun, relaxation",gameplay,"No, I play for other purposes","satisfaction, joy",Make the game more interesting,No,Positive,,Well,I fell elaxation after game,2,Less than 1 hour per week,I play games whenever I want,At night,"Action, Adventure",Kind characters,"interesting, motives, abilities, biography, archetype, style, design"
161,03052023 22:37:16,16-19,Male ,Kazakh,Student,Incomplete higher professional education,Almaty region,,Yes,Yes,"Внимание, реакция, аналитическое и стратегическое мышление, коммуникация и умение работать в команде",Yes,Yes,No,I have serious problems sleeping,"Rarely, once or twice a year",Yes,No,English,English,"No, I can safely play",,,Both,friends,Voice,PC,Both,"Social media, reviews","Graphics, Storyline, personal interest","Yes, games improve our relationship",Positively,Yes,"Yes, I discuss games with my closers",No,,,"fun, relaxation, reaction, friends, achieve",competition,"Yes, I play for the competition","excitement, disappointment, stress","Can affect my game, lead to mistakes",No,,,Well,,4,6-10 hours per week,I play games whenever I want,At night,"Action, Puzzle, Strategy, Sports, Adventure, Role-playing, Simulation",Kind characters,"interesting, biography, archetype"
162,03052023 23:49:11,26-35,Male ,Russian,Unemployed,Higher professional education,South Korea,South Korea,Yes,No,,No,No,No,Sometimes there are small problems,"Rarely, once or twice a year",No,No,Russian,Russian,Yes,В сюжетных играх не всегда хватает языка,в сюжетных,Alone,Alone,Voice,PC,Both,reviews,"Storyline, Price, personal interest","No, games don't affect our relationship",No effect,No,"No, I don't discuss games with my closers",No,,,"fun, relaxation, achieve",gameplay,"No, I play for other purposes","satisfaction, stress",Make the game more interesting,No,,,Well,"Как и после кино, если сюжет или момент был хороший, то ок, а если нет, то вы знаете чей ответ :(",5,1-5 hours per week,I play games whenever I want,In the evening,Strategy,Kind characters,design
163,03052023 23:52:10,16-19,Female ,Kazakh,Employed,Average (full) general,Almaty region,,Yes,Yes,Сосредоточенность ,Yes,Yes,"No, but before yes",I have serious problems sleeping,"Sometimes, but not often, once every few months",No,No,Russian,Russian,"No, I can safely play",-,-,Both,"friends, community",Voice,"PC, Console, Mobile",Both,Ads,"Graphics, Storyline, personal interest","No, games don't affect our relationship",Unsure,No,"No, I don't discuss games with my closers",No,,-,fun,gameplay,"No, I play for other purposes","excitement, stress",Make the game more interesting,No,,,Well,,5,Less than 1 hour per week,I play games whenever I want,At night,"Action, Puzzle, Adventure, Simulation",Neutral characters,"interesting, abilities, archetype, style, design"
164,04052023 1:21:42,26-35,Male ,Kazakh,Employed,Higher professional education,Zhambyl region,,Yes,Yes,"Моторика, зрительная реакция, абстрактное мышление",Yes,Yes,"No, but before yes",Sometimes there are small problems,"Rarely, once or twice a year",No,No,Russian,Russian,"No, I can safely play",,,Both,"Alone, friends",Voice,PC,Both,"Social media, reviews","Storyline, personal interest","No, games don't affect our relationship",Positively,No,"No, I don't discuss games with my closers",No,,,"fun, relaxation, friends","gameplay, new goals","No, I play for other purposes","satisfaction, excitement",Can affect my mood in real life,No,,,Well,"Переводит дух, снимает стресс",5,6-10 hours per week,I only play games on certain days,In the evening,"Action, Strategy",Neutral characters,"abilities, biography, archetype, style, design"
165,04052023 19:52:04,16-19,Male ,Kazakh,Student,Average (full) general,Kyzylorda region,,Yes,Yes,,Yes,Yes,"No, but before yes",Sometimes there are small problems,"Rarely, once or twice a year",No,No,Russian,Russian,"No, I can safely play",,,Both,"friends, community",Voice,"PC, Console, Mobile",Both,"recommendations, Social media","Graphics, game publisher, personal interest","No, games don't affect our relationship",No effect,Yes,"Yes, I discuss games with my closers",No,,,"fun, relaxation, friends","gameplay, better than others","Yes, I play for the competition","satisfaction, excitement",Make the game more interesting,No,,,Well,,5,1-5 hours per week,I only play games on certain days,In the evening,"Action, Strategy, Sports",Kind characters,"abilities, biography, style"
166,04052023 22:41:35,20-25,Female ,Kazakh,Student,Incomplete higher professional education,Atyrau region,,Yes,Yes,,Yes,No,Yes,I often have trouble sleeping,"Sometimes, but not often, once every few months",No,No,English,I don't communicate with teammates,"No, I can safely play",,,Alone,Alone,,"PC, Console, Mobile",Singleplayer,recommendations,,"No, games don't affect our relationship",No effect,No,"No, I don't discuss games with my closers",No,,,"fun, reaction",competition,"Yes, I play for the competition",excitement,Make the game more interesting,No,,,Well,,5,Less than 1 hour per week,I play games whenever I want,At night,"Puzzle, Strategy",Neutral characters,abilities
